rating,title,year
0,"I Love You, Alice B. Toklas!",1968
3.3,"Yours, Mine and Ours",2005
6,Alice's Restaurant,1969
0,Colossus: The Forbin Project,1970
8,Ma nuit chez Maud,1969
0,More,1969
5.8,Dodesukaden,1970
8.4,Le genou de Claire,1970
7.2,"Hi, Mom!",1970
0,En kärlekshistoria,1970
6.3,On a Clear Day You Can See Forever,1970
7.4,Performance,1970
6.9,The Beguiled,1971
6.2,The Devil's Advocate,1997
7.7,Duel,1971
6.6,Johnny Got His Gun,1971
0,Lo chiamavano Trinità...,1970
0,Mon oncle Antoine,1971
6.8,El topo,1970
5.5,Dr. Phibes Rises Again,1972
0,Kozure Ôkami: Sanzu no kawa no ubaguruma,1972
6.7,Lady Sings the Blues,1972
6.9,Slither,2006
8,Traffic,2000
7.4,Charley Varrick,1973
6.5,Dark Star,1974
0,Emperor of the North Pole,1973
0,Il mio nome è Nessuno,1973
7,Save the Tiger,1973
7.7,Scarecrow,1973
5.3,The Banger Sisters,2002
7.4,Theater of Blood,1973
7.3,California Split,1974
8.3,Le fantôme de la liberté,1974
3.8,The Groove Tube,1974
6.9,The Holy Mountain,1973
0,The Adventure of Sherlock Holmes' Smarter Brother,1975
4.6,Dolemite,1975
5.9,The Great Waldo Pepper,1975
7.4,Night Moves,1975
8.1,Professione: reporter,1975
5.9,Novecento,1976
7.7,L'argent de poche,1976
0,From Noon Till Three,1976
9.1,Harlan County U.S.A.,1976
6.5,The Missouri Breaks,1976
6.4,Silver Streak,1976
0,Jesus of Nazareth,1977
6.4,High Anxiety,1977
7.8,The Hound of the Baskervilles,1959
7.1,Gangs of New York,2002
7.1,Sorcerer,1977
5.9,The Turning Point,1977
6,Capricorn One,1977
0,Se ying diu sau,1978
6.7,Wedding Crashers,2005
7.2,Hair,1979
4.9,The In-Laws,2003
7.8,Opening Night,1977
4.8,Bad Boys,1995
6.2,Blue Thunder,1983
0,D.C. Cab,1983
7.5,El Norte,1983
6.2,Merry Christmas Mr. Lawrence,1983
7.3,The Pirates of Penzance,1983
0,Rock & Rule,1983
6,Rumble Fish,1983
7.3,Star 80,1983
6,The Star Chamber,1983
8.7,To Be or Not to Be,1942
5.8,Twilight Zone: The Movie,1983
6.3,SubUrbia,1996
5,Yellowbeard,1983
0,Another Country,1984
0,Boy Meets Girl,1984
5,Cloak & Dagger,1984
5.4,Electric Dreams,1984
3.9,The Ice Pirates,1984
6.1,Racing with the Moon,1984
8.3,The Times of Harvey Milk,1984
7.6,¿Qué he hecho yo para merecer esto!!,1984
5.6,Heaven Help Us,1985
6.9,Ging chat goo si,1985
7.4,Mishima: A Life in Four Chapters,1985
6.2,The Quiet Earth,1985
4.6,Spies Like Us,1985
6.1,The Stuff,1985
5.4,Vision Quest,1985
5.1,White Nights,1985
8.1,'Round Midnight,1986
4.7,The Best of Times,1986
0,Club Paradise,1986
0,Nobody's Fool,1986
7.2,Offret,1986
7.3,Ying hung boon sik,1986
7.4,La ley del deseo,1987
5.1,Prince of Darkness,1987
7.8,Sien nui yau wan,1987
7,The Bourne Identity,2002
6.9,Cobra Verde,1987
5.6,Killer Klowns from Outer Space,1988
0,Majo no takkyûbin,1989
8,Monsieur Hire,1989
3.9,Almost an Angel,1990
0,Black Rainbow,1989
6.7,Cry-Baby,1990
8.4,Die xue jie tou,1990
5.7,New York Beat Movie,1981
2.2,Ghost Dad,1990
3.7,Hard to Kill,1990
5.6,It,1990
8.3,Ju Dou,1990
6.4,The Krays,1990
4,Lionheart,1990
6,Narrow Margin,1990
4.7,Nuns on the Run,1990
6.8,State of Grace,1990
7.7,A Fei zheng chuan,1990
6.8,Predator,1987
8.5,Hearts of Darkness: A Filmmaker's Apocalypse,1991
0,A Kiss Before Dying,1956
0,Omohide poro poro,1991
5.9,Once Around,1991
4.6,Other People's Money,1991
3.6,Out for Justice,1991
5.5,Quigley Down Under,1990
7.2,Tous les matins du monde,1991
5.5,Diggstown,1992
8.2,Kurenai no buta,1992
3.7,Ladybugs,1992
6.6,The Mambo Kings,1992
8,Qiu Ju da guan si,1992
4.4,Shining Through,1992
7.3,Sidekick,2005
7.7,Un coeur en hiver,1992
7.2,Änglagård,1992
6.9,Bad Boy Bubby,1993
8.1,Bai fa mo nu zhuan,1993
6,Barbarians at the Gate,1993
8.6,Kakushi-toride no san-akunin,1958
2.4,Mr. Nanny,1993
0,Philadelphia Experiment II,1993
7.4,The Snapper,1993
7.3,Sonatine,1993
3.8,Splitting Heirs,1993
0,Tai ji: Zhang San Feng,1993
5.4,Freaked,1993
7.9,Jing wu ying xiong,1994
3.3,Major League II,1994
7,Una pura formalità,1994
6.8,Gonin,1995
8,The Last of the Mohicans,1992
7.4,Mimi wo sumaseba,1995
0,Tromeo and Juliet,1996
0,Sik san,1996
7.1,Kauas pilvet karkaavat,1996
0,Sgt. Kabukiman N.Y.P.D.,1990
6.7,Beautiful Boxer,2003
4.7,Gummo,1997
5.3,Chicago Cab,1997
7.6,Men with Guns,1997
0,Nirvana,1997
5.3,Perdita Durango,1997
0,Safe House,1998
6,Interview,2007
3.9,Thursday,1998
0,Shurayukihime,1973
0,Takedown,2000
7.4,Kirikou et la sorcière,1998
0,Taxi 2,2000
8.4,Bad ma ra khahad bord,1999
7.4,2046,2004
6.6,Gohatto,1999
6.6,Ruang talok 69,1999
7,Ôdishon,1999
5.8,The Hole,2001
0,The Sleeping Dictionary,2003
0,Kabhi Khushi Kabhie Gham...,2001
6.3,Astérix & Obélix: Mission Cléopâtre,2002
5.7,Late Night Shopping,2001
6.9,Der Tunnel,2001
7,The Laramie Project,2002
6.9,Gongdong gyeongbi guyeok JSA,2000
5.4,Dagon,2001
7.2,Ripley's Game,2002
0,Conspiracy,2008
5.4,Jalla! Jalla!,2000
0,The Beautiful Country,2004
2.7,Darkness,2002
0,Mockingbird Don't Sing,2001
4.2,Blueberry,2004
0,Shackleton's Antarctic Adventure,2001
6.8,Kairo,2001
0,Carolina,2003
5.4,Hundstage,2001
0,Yeopgijeogin geunyeo,2001
7.4,The Warriors,1979
5.3,Nothing Is Private,2007
6.2,Fubar,2002
0,Katakuri-ke no kôfuku,2001
6.4,Sex Is Comedy,2002
6.1,Dead End,2003
6.2,Boksuneun naui geot,2002
5.7,Jisatsu sâkuru,2001
5.1,Immortel (ad vitam),2004
0,Battlestar Galactica,2003
2.9,A Sound of Thunder,2005
7.3,Stupeur et tremblements,2003
7.7,Oasis,2002
0,Herr Lehmann,2003
5.8,Ricordati di me,2003
6.3,Bright Young Things,2003
6.7,The Animatrix,2003
5.1,The Brown Bunny,2003
6.8,11:14,2003
7.4,Xiao cheng zhi chun,2002
0,Bring It on Again,2004
0,Les rivières pourpres II - Les anges de l'apocalypse,2004
6.6,Ondskan,2003
6.6,Lemony Snicket's A Series of Unfortunate Events,2004
6.3,De grønne slagtere,2003
7.4,Un long dimanche de fiançailles,2004
7.4,Ruang rak noi nid mahasan,2003
0,Gegen die Wand,2004
6.3,Innocence,2004
7,Neko no ongaeshi,2002
4.8,Country of My Skull,2004
7.6,Te doy mis ojos,2003
8.2,Tasogare Seibei,2002
6.1,La finestra di fronte,2003
6.9,Ginger Snaps: Unleashed,2004
4.7,Trauma,2004
7.3,Confidences trop intimes,2004
0,Ju-on,2002
7.3,Oldeuboi,2003
7.2,Feux rouges,2004
0,Ginger Snaps Back: The Beginning,2004
6.7,El abrazo partido,2004
5.4,The Jacket,2005
6.4,20 Million Miles to Earth,1957
7.1,The Saddest Music in the World,2003
6.2,O Homem Que Copiava,2003
6.9,Ong-bak,2003
7.6,Mar adentro,2004
5.9,Spanglish,2004
7.6,Festival Express,2003
6.5,Les choristes,2004
6.4,Saints and Soldiers,2003
7.6,Die Geschichte vom weinenden Kamel,2003
6,The Interpreter,2005
6.6,Open Water,2003
5,Touch of Pink,2004
6.8,De zaak Alzheimer,2003
4.6,Bobby Jones: Stroke of Genius,2004
7.1,Layer Cake,2004
0,Vozvrashchenie,2003
4.8,Flight of the Phoenix,2004
7.3,Mean Creek,2004
4.4,The Ring Two,2005
5,The Visual Bible: The Gospel of John,2003
7.5,Machuca,2004
7.4,The Corporation,2003
7,The Yes Men,2003
7.4,Ae Fond Kiss...,2004
6.7,Så som i himmelen,2004
3.9,She Hate Me,2004
5.4,Azumi,2003
7.3,In My Father's Den,2004
6.7,Taegukgi hwinalrimyeo,2004
7.6,Metallica: Some Kind of Monster,2004
2.8,Going the Distance,2004
0,Redemption: The Stan Tookie Williams Story,2004
6.8,Schultze Gets the Blues,2003
7.9,Born Into Brothels: Calcutta's Red Light Kids,2004
7.8,Dig!,2004
7.5,Riding Giants,2004
7.1,Word Wars,2004
4.6,When Will I Be Loved,2004
4.6,What the #$*! Do We (K)now!?,2004
6.6,A Scanner Darkly,2006
6,Casshern,2004
6.9,Outfoxed: Rupert Murdoch's War on Journalism,2004
4.3,Noel,2004
8,Campanadas a medianoche,1965
8.3,Million Dollar Baby,2004
8.3,The Narrow Margin,1952
6.5,Hell Is for Heroes,1962
6.2,Gokudô kyôfu dai-gekijô: Gozu,2003
7.5,Bu san,2003
7.9,Hotel Rwanda,2004
7.6,Sei donne per l'assassino,1964
0,Charlie and the Chocolate Factory,2005
7.3,Bin-jip,2004
6.3,The Life Aquatic with Steve Zissou,2004
7.8,The Aviator,2004
5,The Phantom of the Opera,2004
5.2,Beyond the Sea,2004
7.3,The Woodsman,2004
7.1,In Good Company,2004
5.2,Meet the Fockers,2004
6.6,The Assassination of Richard Nixon,2004
5.5,A Love Song for Bobby Long,2004
6.7,The Merchant of Venice,2004
4.4,Fat Albert,2004
6.9,Le chiavi di casa,2004
6.8,In the Realms of the Unreal,2004
3.5,White Noise,2005
2.8,Underclassman,2005
6.8,The Upside of Anger,2005
0,Arrowhead,1953
0,The Grateful Dead,1977
0,Last Train from Gun Hill,1959
7,The Naked Jungle,1954
0,A Handful of Dust,1988
4.5,The Pickle,1993
7.6,Wetherby,1985
7.2,Powwow Highway,1989
5.7,Sweet Liberty,1986
5.6,La vie promise,2002
7,It's All True,1993
5,The Phantom of the Opera,2004
7.5,I Remember Mama,1948
5.9,The Last Horror Movie,2003
7.2,Testament,1983
6.6,Smooth Talk,1985
5.2,Distant Thunder,1988
7.3,Hell's Angels,1930
0,Jinxed!,1982
2.9,Out Cold,2001
0,Heart of America,2002
0,A Show of Force,1990
5.1,Kaijûtô no kessen: Gojira no musuko,1967
3.7,Man Trouble,1992
6.5,Jingi naki tatakai,1973
0,Führer Ex,2002
6.5,Stander,2003
6.2,Hester Street,1975
6.4,Mikey and Nicky,1976
0,The Bigamist,1953
0,Libertarias,1996
5.2,Imaginary Heroes,2004
6.9,Sergeant York,1941
0,Tais-toi!,2003
0,Dzien swira,2002
4.3,The Wizard,1989
5.5,Abbott and Costello Meet the Invisible Man,1951
0,"Abbott and Costello Meet the Killer, Boris Karloff",1949
6.2,The Life and Death of Peter Sellers,2004
4.7,Appurushîdo,2004
7.7,La voie lactée,1969
8.1,The Many Adventures of Winnie the Pooh,1977
3.7,Elektra,2005
4.9,Racing Stripes,2005
6.1,Coach Carter,2005
8.7,Sullivan's Travels,1941
0,Iceman,1984
5.3,Ice Station Zebra,1968
7.1,Boys Town,1938
6.4,Torremolinos 73,2003
6.8,Shivers,1975
7.8,Rocco e i suoi fratelli,1960
7.9,Christmas in July,1940
7.7,I Married a Witch,1942
0,Moolaadé,2004
5.6,This Girl's Life,2003
7.7,Salinui chueok,2003
4.8,The Chase,1994
5.7,Sommersturm,2004
0,Der Untergang,2004
5.9,Assault on Precinct 13,2005
3.3,Are We There Yet?,2005
1.7,Alone in the Dark,2005
3.8,Hide and Seek,2005
7,Aliens of the Deep,2005
3.4,Boogeyman,2005
3.8,The Wedding Date,2005
5.8,Inside I'm Dancing,2004
8,Dare mo shiranai,2004
4,Employee of the Month,2006
3.6,Magic in the Water,1995
5.5,The Great White Hope,1970
6.8,Léon,1994
6.3,Everyday People,2004
8.5,Die Ehe der Maria Braun,1979
8.1,Beau Geste,1939
5.8,The Hole,2001
8,Lektionen in Finsternis,1992
3.2,Double Dragon,1994
2.4,Mac and Me,1988
0,Scorchers,1991
5.8,Rosenstrasse,2003
8.4,Casque d'or,1952
8.3,Touchez pas au grisbi,1954
5.6,The MatchMaker,1997
6.4,The Ballad of the Sad Cafe,1991
5.1,The Deceivers,1988
5.5,Zi hudie,2003
8.2,Five Easy Pieces,1970
6.5,El Cid,1961
7.5,Hauru no ugoku shiro,2004
6,Suchîmubôi,2004
7.2,The Nomi Song,2004
6.3,Hitch,2005
6.6,Pooh's Heffalump Movie,2005
4.4,Uncle Nino,2003
6.1,Bride & Prejudice,2004
5.5,Constantine,2005
2.8,Son of the Mask,2005
5.8,Because of Winn-Dixie,2005
7.8,Lakposhtha parvaz mikonand,2004
6.7,Beautiful Boxer,2003
5.7,Pauly Shore Is Dead,2003
6.9,Bunny Lake Is Missing,1965
0,Jeremy,1973
0,Don't Tell Her It's Me,1990
3.3,Until September,1984
5.7,Night and the City,1992
0,Paha maa,2005
5.9,Nochnoy dozor,2004
4.6,Dot the I,2003
7.8,Road to Morocco,1942
3.3,Man of the House,2005
7.6,Kung fu,2004
6.7,Zelary,2003
3.9,Dr. Giggles,1992
4.8,The Three Musketeers,1993
5.4,The Four Feathers,2002
8,Night of the Demon,1957
7,Kontroll,2003
6.2,5x2,2004
9.2,Germania anno zero,1948
4,Ett hål i mitt hjärta,2004
3.6,Bigger Than the Sky,2005
3.9,Diary of a Mad Black Woman,2005
0,Cursed,2005
7.8,In the Loop,2009
3.7,The Pacifier,2005
4.6,Be Cool,2005
7,Gunner Palace,2004
6.5,Walk on Water,2004
5,Hostage,2005
0,"I, Robot",2004
5.9,The Laughing Policeman,1973
6.1,Class Action,1991
6.9,The Cat and the Canary,1927
0,Courage Mountain,1990
5.4,Kiss the Bride,2002
0,"Gojira, Ebirâ, Mosura: Nankai no daiketto",1966
0,Gojira VS Mekagojira,1993
6.2,That Championship Season,1982
0,DNA,1997
0,Les triplettes de Belleville,2003
5.1,"Oh, God! You Devil",1984
0,Deus É Brasileiro,2003
4.8,Blackball,2003
7,The Agony and the Ecstasy,1965
0,Return to Peyton Place,1961
0,Butch and Sundance: The Early Days,1979
0,It Happened to Jane,1959
4.4,Once Upon a Forest,1993
0,Hello Down There,1969
0,All in a Night's Work,1961
7.7,Twentieth Century,1934
6.6,My Sister Eileen,1942
0,Strangers When We Meet,1960
6.3,The Chronicles of Narnia: Prince Caspian,2008
3.5,The Green Berets,1968
8,Ascenseur pour l'échafaud,1958
4.3,Thriller - en grym film,1974
0,Cube Zero,2004
6.7,Being Julia,2004
7.3,Jigureul jikyeora!,2003
0,Thirty Seconds Over Tokyo,1944
5.9,The Boys from County Clare,2003
5.6,Ice Princess,2005
5.8,Melinda and Melinda,2004
4,Miss Congeniality 2: Armed & Fabulous,2005
5.4,Guess Who,2005
4.7,D.E.B.S.,2004
7.3,A League of Ordinary Gentlemen,2004
6.2,Incident at Loch Ness,2004
7.3,Frozen River,2008
5.9,Yanks,1979
0,Paradise Alley,1978
6.7,Mávahlátur,2001
0,Caballos salvajes,1995
5.5,Woman Thou Art Loosed,2004
7.1,Arrowsmith,1931
7.4,Barbary Coast,1935
6.2,Stella Dallas,1937
0,The Princess and the Cobbler,1993
6.4,Böse Zellen,2003
7.5,Come and Get It,1936
7.3,Panic in the Streets,1950
7.2,Call Northside 777,1948
0,Der junge Törless,1966
6.8,Bells Are Ringing,1960
5.6,Finian's Rainbow,1968
5.9,Toolbox Murders,2004
6.9,Dai-bosatsu tôge,1966
0,Profundo carmesí,1996
5.8,800 balas,2002
0,Matango,1963
7.4,U-Carmen e-Khayelitsha,2005
7,Heisei tanuki gassen pompoko,1994
0,Knockin' on Heaven's Door,1997
5.1,We're No Angels,1989
8.7,Madame de...,1953
7.7,The Wild Parrots of Telegraph Hill,2003
5.7,The Ballad of Jack and Rose,2005
5.3,Beauty Shop,2005
7.6,Comme une image,2004
6.2,Dust to Glory,2005
5.2,Sahara,2005
6.2,Fever Pitch,2005
6.4,Winter Solstice,2004
4,Smile,2005
6,Sinbad and the Eye of the Tiger,1977
7.1,Pas sur la bouche,2003
3.7,Krakatoa: East of Java,1969
2.8,Rhinestone,1984
6.2,Electra Glide in Blue,1973
0,Bring on the Night,1985
0,Una giornata particolare,1977
0,L'homme qui plantait des arbres,1988
0,Lady Killers,2003
0,Blind Horizon,2003
6.3,Islands in the Stream,1977
0,Go for Broke!,1951
6.7,Battle of the Bulge,1965
0,Ringu 0: Bâsudei,2000
7.5,Brødre,2004
0,Hawaii,1966
8.4,Il deserto rosso,1964
0,Seksmisja,1984
6.4,Waterloo Bridge,1940
0,With Six You Get Eggroll,1968
8.2,Jour de fête,1949
5.3,The Big Store,1941
8.6,Ivanovo detstvo,1962
0,The Chant of Jimmie Blacksmith,1978
7.3,Let Him Have It,1991
6.3,Sunshine Cleaning,2008
6.4,The Eiger Sanction,1975
7.3,Vérités et mensonges,1973
4.2,The Amityville Horror,2005
6.8,Act of Violence,1948
6.5,NaPolA,2004
5.8,The Frisco Kid,1979
3.5,State Property 2,2005
6.2,The Year of the Yao,2004
3.8,House of D,2004
5.3,Palindromes,2004
4.9,A Lot Like Love,2005
2.4,King's Ransom,2005
0,The Game of Their Lives,2005
7.2,The Bridges of Madison County,1995
3.8,xXx: State of the Union,2005
5.5,Kingdom of Heaven,2005
4.3,House of Wax,2005
7.1,Crash,2004
4.6,Jiminy Glick in Lalawood,2004
7.2,Mysterious Skin,2004
5.2,Mischief,1985
0,Jubal,1956
0,Viva Maria!,1965
7.4,San Francisco,1936
0,Buying the Cow,2002
7.5,The Cocoanuts,1929
0,Kizzu ritân,1996
6.6,Off the Map,2003
6.5,Crackerjack,2002
5.1,Dear Wendy,2005
6.2,Danny the Dog,2005
8.3,Léolo,1992
7.2,Star Wars: Episode III - Revenge of the Sith,2005
5.1,Kicking & Screaming,2005
4.2,Monster-in-Law,2005
5.7,Deep Blue Sea,1999
6.8,The Snow Walker,2003
7.9,Divorzio all'italiana,1961
4.4,9 Songs,2004
5.2,Nabbeun namja,2001
5.6,Simon,2004
0,December 7th,1943
6,Madagascar,2005
6.9,Somersault,2004
2.9,Airborne,1993
7.1,Mad Hot Ballroom,2005
4.7,Dominion: Prequel to the Exorcist,2005
4.8,The Longest Yard,2005
6.7,Saving Face,2004
7.4,Cinderella Man,2005
6.7,The Sisterhood of the Traveling Pants,2005
6,Lords of Dogtown,2005
6,Après vous...,2003
7.8,The School of Rock,2003
6,Mr. & Mrs. Smith,2005
4.3,The Adventures of Sharkboy and Lavagirl 3-D,2005
5.2,Haute tension,2003
3.6,The Honeymooners,2005
0,Parineeta,2005
6.1,Ladies in Lavender.,2004
6.5,It's All Gone Pete Tong,2004
6.8,Voces inocentes,2004
6.4,Quo Vadis,1951
7.7,Batman Begins,2005
3.2,The Perfect Man,2005
7.4,My Summer of Love,2004
6.3,Heights,2005
0,The Deal,2008
2.9,The Bridge of San Luis Rey,2004
6.3,Saint Ralph,2004
5.4,Herbie Fully Loaded,2005
5.2,Yes Man,2008
6.6,Land of the Dead,2005
4.6,Bewitched,2005
7,Rize,2005
7.4,Me and You and Everyone We Know,2005
6.8,Sam gang yi,2004
6.5,Die fetten Jahre sind vorbei,2004
6.7,Somebody Up There Likes Me,1956
2.8,Cop and ½,1993
5.8,Room Service,1938
6.9,At the Circus,1939
7,War of the Worlds,2005
0,Billion Dollar Brain,1967
7.8,La marche de l'empereur,2005
3.7,Rebound,2005
5.5,Dark Water,2005
7.2,De battre mon coeur s'est arrêté,2005
4.5,Fantastic Four,2005
8.4,Murderball,2005
7.9,Saraband,2003
0,Julie Johnson,2001
6.7,Wedding Crashers,2005
6,Happy Endings,2005
0,C.H.O.M.P.S,1979
5.1,The Hindenburg,1975
5.8,Staying Together,1989
0,Twin Sitters,1994
6.6,Les poupées russes,2005
7.3,Hustle & Flow,2005
6.1,Hardware,1990
6.6,Appaloosa,2008
5.4,The Island,2005
7.4,The Bad News Bears,1976
5.4,The Devil's Rejects,2005
5.9,Last Days,2005
6.8,V for Vendetta,2006
6.5,Sky High,2005
3.8,Stealth,2005
5,Must Love Dogs,2005
0,The Aristocrats,2005
7.4,Twice in a Lifetime,1985
7.1,Georgy Girl,1966
7.1,Serenity,2005
7.4,Broken Flowers,2005
6.7,The Browning Version,1994
5,The Heart Is Deceitful Above All Things,2004
3.6,The Dukes of Hazzard,2005
4.9,The Chumscrubber,2005
5.7,Secuestro express,2005
7.5,Junebug,2005
2.8,Deuce Bigalow: European Gigolo,2005
5.3,The Skeleton Key,2005
0,Four Brothers,2005
5.3,The Great Raid,2005
0,Asylum,2008
5,Pretty Persuasion,2005
8,Grizzly Man,2005
3.7,The 24th Day,2004
5.8,Prime Cut,1972
0,The Best of Everything,1959
0,The Three Stooges Meet Hercules,1962
5,Race with the Devil,1975
0,Akasia,2003
6,My Date with Drew,2004
7.5,Duma,2005
7.2,The 40 Year Old Virgin,2005
6.7,Red Eye,2005
8.7,Man of the West,1958
4.1,A Nightmare on Elm Street: The Dream Child,1989
7.8,Caché,2005
5,Valiant,2005
5.1,The Brothers Grimm,2005
5.1,The Baxter,2005
3.5,The Cave,2005
3.2,Undiscovered,2005
5.7,Dirty Deeds,2002
7.6,The Constant Gardener,2005
0,Transporter 2,2005
4.7,Margaret Cho: Assassin,2005
5.7,Just Like Heaven,2005
6.4,Proof,2005
6.2,Lord of War,2005
3.1,Venom,2005
4,Cry_Wolf,2005
6.5,Everything Is Illuminated,2005
6.7,Thumbsucker,2005
5.5,The Thing About My Folks,2005
0,In Old Chicago,1937
0,Family Guy Presents Stewie Griffin: The Untold Story,2005
0,Revenge of the Ninja,1983
6.5,Go West,1940
7,Why We Fight,2005
7.7,Gertrud,1964
0,Da zui xia,1966
3.9,Doom,2005
0,Domino,2005
4.2,Waiting...,2005
3.3,Æon Flux,2005
5.9,An Unfinished Life,2005
5.2,Yes Man,2008
7.3,Woyzeck,1979
4.9,The Exorcism of Emily Rose,2005
5.3,Flightplan,2005
7.2,Corpse Bride,2005
5.5,Hooligans,2005
7.9,A History of Violence,2005
0,Oliver Twist,2005
6.2,The Greatest Game Ever Played,2005
8.2,Capote,2005
5.7,Final Fantasy VII: Advent Children,2005
5.6,Crustacés et coquillages,2005
0,Roll Bounce,2005
3.6,Daltry Calhoun,2005
4,Into the Blue,2005
6.1,"The Prize Winner of Defiance, Ohio",2005
5.9,MirrorMask,2005
6.7,Innocence,2004
6.9,Indiana Jones and the Kingdom of the Crystal Skull,2008
8.4,"Francesco, giullare di Dio",1950
8.1,Wallace & Gromit in The Curse of the Were-Rabbit,2005
7.4,Kiss Kiss Bang Bang,2005
8.1,Dalkomhan insaeng,2005
0,Bubble,2005
7.6,Darwin's Nightmare,2004
5.4,Beowulf & Grendel,2005
8,No Direction Home: Bob Dylan,2005
5.2,Goal!,2005
6.8,Factotum,2005
5.4,Don't Come Knocking,2005
6.9,In Her Shoes,2005
0,Äideistä parhain,2005
7.9,The Squid and the Whale,2005
4.7,Two for the Money,2005
6.8,Separate Lies,2005
0,Star Wreck: In the Pirkinning,2005
8.2,Brokeback Mountain,2005
4.6,Elizabethtown,2005
6.7,North Country,2005
8.1,"Good Night, and Good Luck.",2005
6.3,Dreamer: Inspired by a True Story,2005
6.1,Detective Story,1951
7.3,The Proposition,2005
4.9,The Gospel,2005
6.2,Dandelion,2004
7,C.S.A.: The Confederate States of America,2004
2.7,The Fog,2005
6.5,Loggerheads,2005
0,Left Behind: World at War,2005
6.4,Protocols of Zion,2005
6.3,Shopgirl,2005
0,Kids in America,2005
0,Where the Truth Lies,2005
0,After School Special,2003
6.4,Emmanuel's Gift,2005
4.6,Stay,2005
7.2,I Confess,1953
4.8,The Legend of Zorro,2005
7.3,New York Doll,2005
6.1,The Weather Man,2005
4.6,Saw II,2005
5.6,Prime,2005
6.8,Subarashiki nichiyôbi,1947
7.4,Teorema,1968
6.6,Little Fish,2005
3.7,American Pie Presents Band Camp,2005
5.6,Manderlay,2005
6.7,Nine Lives,2005
4.5,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996
7.1,Temporada de patos,2004
3.5,Revolver,2005
6.3,Jarhead,2005
7.4,Ha-Ushpizin,2004
5.4,Chicken Little,2005
5.7,Dead Man's Shoes,2004
6.8,Joyeux Noël,2005
0,Tulitikkutehtaan tyttö,1990
0,Zombie ja Kummitusjuna,1991
4.4,Get Rich or Die Tryin',2005
5.1,Just Friends,2005
6.9,Syriana,2005
0,Calamari Union,1985
4.6,Derailed,2005
7.7,Pride & Prejudice,2005
5.5,Wolf Creek,2005
7.3,The Descent,2005
5.4,Takeshis',2005
7.4,Harry Potter and the Goblet of Fire,2005
6.4,Dinner with Friends,2001
7.3,Walk the Line,2005
5.8,Rent,2005
0,I pugni in tasca,1965
6.5,Zathura: A Space Adventure,2005
0,Movie Crazy,1932
6,Lonesome Jim,2005
6.1,Sarah Silverman: Jesus Is Magic,2005
5.4,Bee Season,2005
6.1,Breakfast on Pluto,2005
0,The Ice Harvest,2005
3.3,"Yours, Mine and Ours",2005
3.2,In the Mix,2005
4.6,The Libertine,2004
5.7,First Descent,2005
6.8,The Wild Geese,1978
7.1,Hondo,1953
7.5,L'uccello dalle piume di cristallo,1970
5.3,A Good Woman,2004
8.7,Taxi Driver,1976
7.2,Match Point,2005
7.8,Nazarín,1959
7,Inside Deep Throat,2005
5.8,The Dying Gaul,2005
7.5,Paradise Now,2005
4.4,The Kid & I,2005
6.9,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005
7.7,King Kong,2005
5.4,Memoirs of a Geisha,2005
5.9,The Family Stone,2005
5.2,Wu ji,2005
6.4,Kiss of Death,1995
5.2,Havoc,2005
7.4,Jôi-uchi: Hairyô tsuma shimatsu,1967
6.2,Ivan Groznyy: Skaz vmroy - Boyarskyy zagovor,1958
7.2,Matador,1986
6.6,Look Both Ways,2005
0,Mozart and the Whale,2005
6.5,They Died with Their Boots On,1941
7.4,The Three Burials of Melquiades Estrada,2005
7.5,Munich,2005
5.8,The Producers,2005
6.8,Transamerica,2005
4.4,Rumor Has It...,2005
3.6,Cheaper by the Dozen 2,2005
4.9,Fun with Dick and Jane,2005
6.6,The Ring,2002
5.6,Casanova,2005
6.6,Mrs Henderson Presents,2005
6,The White Countess,2005
2.2,Dirty Love,2005
8.9,El espíritu de la colmena,1973
5.9,Keeping Mum,2005
0,"Goodnight, Mister Tom",1998
8.8,Banshun,1949
6.6,The New World,2005
7.2,7 Faces of Dr. Lao,1964
6.8,The Boys of Baraka,2005
7,Chinjeolhan geumjassi,2005
7.1,49th Parallel,1941
7,Banlieue 13,2004
2.3,BloodRayne,2005
5.8,Hostel,2005
3.7,Grandma's Boy,2006
4.9,Tristan + Isolde,2006
0,Glory Road,2006
5.8,Last Holiday,2006
5.5,Hoodwinked!,2005
3.6,April's Shower,2003
3.7,Underworld: Evolution,2006
5.4,Looking for Comedy in the Muslim World,2005
8,Tini zabutykh predkiv,1964
7.5,Cul-de-sac,1966
4.4,The Dunwich Horror,1970
7.6,Water,2005
7.3,Sophie Scholl - Die letzten Tage,2005
0,Matti,2006
6.9,The World's Fastest Indian,2005
5.4,Bandidas,2006
7.6,A Cock and Bull Story,2005
3.9,Annapolis,2006
3.1,Big Momma's House 2,2006
6.6,Nanny McPhee,2005
5.1,Final Destination 3,2006
6.1,Something New,2006
0,Da Block Party,2004
6.3,Madame Curie,1943
4.9,Imagine Me & You,2005
4.1,The Pink Panther,2006
5.8,The Business,2005
6.1,Curious George,2006
4.6,Firewall,2006
7.4,Tony Takitani,2004
3.2,When a Stranger Calls,2006
4.3,Tamara,2005
3.3,London,2005
8,Neil Young: Heart of Gold,2006
4.6,Freedomland,2006
